NOUN,NOUN_LEMMA,DERIV_TYPE,GENDER,VERB,VERB_LEMMA,TYPE_ONTO,TYPE_REL,EXAMPLE_N,EXAMPLE_V,V_TRANS,V_DYN,V_DUR,V_TEL,V_POST_PHASE,V_ROL_SUBJ,V_ROL_OBJ,V_ROL_OBQ,N_DYN,N_DUR,N_TEL,N_POST_PHASE,N_ROL_ARG1,N_ROL_ARG2,N_ROL_ARG3,PLURALIA_TANTUM
serviteure_1,serviteure,eure,f,servir_1,servir,anm,agt,Je me nomme Luna et je suis la conseillère et serviteure des altesses et des guerrières avec Artémis.,"Que le public se souvienne qu'un grand écrivain sert sa patrie par son œuvre, plus et bien plus que par l'action à laquelle il peut se mêler.",y,y,y,n,n,agt,ben,na,na,na,na,na,na,na,na,n
serviteuse_1,serviteuse,euse,f,servir_1,servir,anm,agt,Le but est de répondre aux questions ci-dessous avec des titres de romans lus par votre serviteuse!,"Que le public se souvienne qu'un grand écrivain sert sa patrie par son œuvre, plus et bien plus que par l'action à laquelle il peut se mêler.",y,y,y,n,n,agt,ben,na,na,na,na,na,na,na,na,n
sifflement_1,sifflement,ment,m,siffler_2,siffler,evt*phn,tsp,Le doux sifflement d'une mélodie vint interrompre ses pensées sombres.,"Lorsque le soleil fut revenu, l'oiseau siffla un air gai pour remercier l'arbre de l'avoir protégé.",y,y,y,y,n,agt,res,na,y,y,y,n,res,agt,na,n
sifflement_2,sifflement,ment,m,siffler_3,siffler,evt*phn,tsp,"Trente-trois des 86 femmes du village se rendent aux urnes, sous les sifflements et les railleries de la population masculine.",Le public siffle le conseiller d'Etat Laurent Kurth.,y,y,y,n,n,agt,ben,na,y,y,n,n,agt,na,na,n
sifflement_3,sifflement,ment,m,siffler_4,siffler,evt*phn,tsp,Audibert tourna le gaz pour couper le sifflement de la cafetière italienne.,"Comme eux, il fait un feu de bois et quand la cafetière siffle, il sort de son sac à dos son gobelet en aluminium.",n,y,y,n,n,cau,na,na,y,y,n,n,cau,na,na,n
sifflet_1,sifflet,et,m,siffler_3,siffler,evt*phn,tsp,Gerhard Schröder parade sous les sifflets des paysans.,Le public siffle le conseiller d'Etat Laurent Kurth.,y,y,y,n,n,agt,ben,na,y,y,n,n,agt,na,na,n
sifflet_2,sifflet,et,m,siffler_4,siffler,evt*phn,tsp,Des citoyens sont outrés face au refus de la Ville de Magog de faire taire le sifflet du train sur son territoire.,"Comme eux, il fait un feu de bois et quand la cafetière siffle, il sort de son sac à dos son gobelet en aluminium.",n,y,y,n,n,cau,na,na,y,y,n,n,cau,na,na,n
sifflet_3,sifflet,et,m,siffler_4,siffler,art,ins,"En résumé, acheter un sifflet de détresse CAO, c'est opter pour un sifflet de secours à la fois puissant, léger, compact et résistant.","Comme eux, il fait un feu de bois et quand la cafetière siffle, il sort de son sac à dos son gobelet en aluminium.",n,y,y,n,n,cau,na,na,na,na,na,na,na,na,na,n
siffleur_1,siffleur,eur.m,m,siffler_1,siffler,anm,agt,"Dimanche soir, peu avant minuit, place de la République, au Mans, deux jeunes siffleurs de bière bousculent un cycliste, le menacent, lui volent son téléphone, son paquet de cigarettes.",Mais qui a sifflé la bouteille de whisky japonais à 5 800 dollars?,y,y,y,y,n,agt,pat,na,na,na,na,na,na,na,na,n
siffleur_2,siffleur,eur.m,m,siffler_2,siffler,anm,agt,"Or un message parlé peut porter à 200 mètres au maximum, tandis que les siffleurs peuvent s'entendre et se comprendre à huit kilomètres de distance.","Lorsque le soleil fut revenu, l'oiseau siffla un air gai pour remercier l'arbre de l'avoir protégé.",y,y,y,y,n,agt,res,na,na,na,na,na,na,na,na,n
siffleur_3,siffleur,eur.m,m,siffler_3,siffler,anm,agt,"Moins grave et plus circonscrit au monde du sport, le 27 mars, les siffleurs du Stade de France s’en étaient pris, lors du match amical entre la France et l’Écosse à un joueur français, le Néo-Calédonien Christian Karembeu.",Le public siffle le conseiller d'Etat Laurent Kurth.,y,y,y,n,n,agt,ben,na,na,na,na,na,na,na,na,n
siffleuse_1,siffleuse,euse,f,siffler_2,siffler,anm,agt,"La comédienne Micheline Dax s'est éteinte dimanche. Saviez -vous qu'elle avait aussi eu une carrière de chanteuse et même de ""siffleuse""?","Lorsque le soleil fut revenu, l'oiseau siffla un air gai pour remercier l'arbre de l'avoir protégé.",y,y,y,y,n,agt,res,na,na,na,na,na,na,na,na,n
sifflotement_1,sifflotement,ment,m,siffloter_1,siffloter,evt*phn,tsp,"L'après-midi, les moutons entendent des sifflotements sur le chemin qui longe le pré où ils se trouvent.","Il sifflote un mélange de n'importe quoi, du jazz peut-être ou son Mahler, en tapotant sur le pommeau de la douche.",y,y,y,n,n,agt,res,na,y,y,n,n,res,agt,na,n
siffloteur_1,siffloteur,eur.m,m,siffloter_1,siffloter,anm,agt,"Mais «j'étais un siffloteur du dimanche», sourit-il.","Il sifflote un mélange de n'importe quoi, du jazz peut-être ou son Mahler, en tapotant sur le pommeau de la douche.",y,y,y,n,n,agt,res,na,na,na,na,na,na,na,na,n
sifflotis_1,sifflotis,is,m,siffloter_1,siffloter,evt*phn,tsp,C'était à ce moment-là que j'avais perçu les mélodieux sifflotis d'un oiseau perché quelque part dans les arbres au feuillage touffu.,"Il sifflote un mélange de n'importe quoi, du jazz peut-être ou son Mahler, en tapotant sur le pommeau de la douche.",y,y,y,n,n,agt,res,na,y,y,n,n,agt,na,na,n
signant_1,signant,ant,m,signer_4,signer,anm,agt,"Qu'est -ce que la LSF, ou Langue des Signes Française? Et les langues signées en général? Comment sont -elles perçues par les signants, les non-signants?",N’oubliez pas d’apprendre aussi à signer les mots et expressions s’il-te-plaît ou s’il-vous-plaît ainsi que pardon.,y,y,y,y,n,agt,res,na,na,na,na,na,na,na,na,n
signante_1,signante,ante,f,signer_4,signer,anm,agt,"Formatrice, elle est très bonne signante.",N’oubliez pas d’apprendre aussi à signer les mots et expressions s’il-te-plaît ou s’il-vous-plaît ainsi que pardon.,y,y,y,y,n,agt,res,na,na,na,na,na,na,na,na,n
signataire_1,signataire,aire.m,m,signer_1,signer,anm,agt,Le signataire de la Charte affiche sa volonté de s'investir en faveur de la sécurité.,"Sam Bankman-Fried, l'ancien PDG de FTX, a signé les documents validant son extradition en direction des États-Unis.",y,y,y,y,n,agt,pat,na,na,na,na,na,pat,na,na,n
signataire_1,signataire,aire.f,f,signer_1,signer,anm,agt,"On offre généralement aussi une source de renseignements supplémentaires et les coordonnées du ou de la signataire de la lettre, ou de son organisation.","Sam Bankman-Fried, l'ancien PDG de FTX, a signé les documents validant son extradition en direction des États-Unis.",y,y,y,y,n,agt,pat,na,na,na,na,na,pat,na,na,n
signateur_1,signateur,eur.m,m,signer_1,signer,anm,agt,"L'œuvre apocalyptique est donc à la fois anonyme mais pseudonymiquement signée. Ce signateur, ce n'est pas n'importe qui.","Sam Bankman-Fried, l'ancien PDG de FTX, a signé les documents validant son extradition en direction des États-Unis.",y,y,y,y,n,agt,pat,na,na,na,na,na,pat,na,na,n
signation_1,signation,ion,f,signer_1,signer,evt,tsp,"La partie client comprend la prospection commerciale, le contact, la rédaction des propositions commerciales, la négociation des tarifs, l’accord et la signation du contrat.","Sam Bankman-Fried, l'ancien PDG de FTX, a signé les documents validant son extradition en direction des États-Unis.",y,y,y,y,n,agt,pat,na,y,y,y,n,pat,agt,na,n
signation_2,signation,ion,f,signer_3,signer,evt,tsp,"Cette signation de l’enfant se fera par le prêtre, par les parents ainsi que par le parrain et la marraine durant une assemblée dominicale à laquelle sera invitée la famille élargie.","Au IVème siècle on trouve le geste de signer le front, la bouche et le cœur comme on le fait encore de nos jours avant la lecture de l'Evangile.",y,y,y,y,n,agt,ben,na,y,y,y,n,ben,agt,na,n
signation_3,signation,ion,f,signer_4,signer,cog*evt,tsp,"Le débit de signation est adapté à un public d'apprenants, entendants ou sourds.",N’oubliez pas d’apprendre aussi à signer les mots et expressions s’il-te-plaît ou s’il-vous-plaît ainsi que pardon.,y,y,y,y,n,agt,res,na,y,y,y,n,res,agt,na,n
signatrice_1,signatrice,rice,f,signer_1,signer,anm,agt,"Devant les jeunes de l'UMP réunis pour leur Campus d'été à Seignosse, dans les Landes, le Premier ministre a assuré que Nicolas Sarkozy respectait ses engagements sur la taxe carbone, ""contrairement"" à Mme Royal, signatrice en 2007, comme les autres candidats à la présidentielle, d'un texte prévoyant sa création.","Sam Bankman-Fried, l'ancien PDG de FTX, a signé les documents validant son extradition en direction des États-Unis.",y,y,y,y,n,agt,pat,na,na,na,na,na,pat,na,na,n
signature_1,signature,ure,f,signer_1,signer,evt,tsp,"La signature du protocole croate s'est déroulée le 4 mars, à Bruxelles, en présence du Secrétaire d'Etat Mario Gattiker","Sam Bankman-Fried, l'ancien PDG de FTX, a signé les documents validant son extradition en direction des États-Unis.",y,y,y,y,n,agt,pat,na,y,y,y,n,pat,agt,na,n
signature_2,signature,ure,f,signer_1,signer,art,res,"Mon fils en CP a signé à ma place mais, n'étant pas satisfait, il a effacé la signature et l'a refaite avec son effaceur!","Sam Bankman-Fried, l'ancien PDG de FTX, a signé les documents validant son extradition en direction des États-Unis.",y,y,y,y,n,agt,pat,na,na,na,na,na,na,na,na,n
signature_3,signature,ure,f,signer_1,signer,ppt,res-fig,"Les experts utilisent alors les odeurs boisées, musquées, ambrées ou vanillées qui combinées vont former la signature du parfum.","Sam Bankman-Fried, l'ancien PDG de FTX, a signé les documents validant son extradition en direction des États-Unis.",y,y,y,y,n,agt,pat,na,n,na,na,na,pvt,na,na,n
signature_4,signature,ure,f,signer_2,signer,evt,tsp,"Pour célébrer son génie, un album posthume est prévu pour le 6 septembre. Il a été enregistré après la signature de l’artiste chez Warner Bros., et complété par les producteurs originaux ainsi que le neveu de l’artiste.","Patrick Brown, alias «Sleepy», est le protégé de Big Boï d'Outkast. C'est lui en tout cas qui a signé le chanteur-producteur sur son label.",y,y,n,y,n,agt,ben,na,y,n,y,n,ben,agt,na,n
signeur_1,signeur,eur.m,m,signer_4,signer,anm,agt,"En effet, le signeur doit savoir jouer autant avec ses mains, ses doigts, qu'avec son visage. Il lui faut avoir une bonne mémoire visuelle.",N’oubliez pas d’apprendre aussi à signer les mots et expressions s’il-te-plaît ou s’il-vous-plaît ainsi que pardon.,y,y,y,y,n,agt,res,na,na,na,na,na,na,na,na,n
signeuse_1,signeuse,euse,f,signer_4,signer,anm,agt,Autant d'interactions qui ont donné l'idée d'initier les uns et les autres au langage des signes grâce à l'une des mamans devenue signeuse pour mieux communiquer avec sa fille.,N’oubliez pas d’apprendre aussi à signer les mots et expressions s’il-te-plaît ou s’il-vous-plaît ainsi que pardon.,y,y,y,y,n,agt,res,na,na,na,na,na,na,na,na,n
significateur_1,significateur,eur.m,m,signifier_1,signifier,cog,pvt,"Réunir un signifiant et un signifié à un significateur typique selon deux relations possibles: l’une, active, selon laquelle le type intervient en tant que modèle, l’autre, passive, dans laquelle le type fonctionne en tant qu’empreinte.","Pour moi, avoir des fans sur facebook ou des followers sur twitter ne signifie pas avoir une communauté.",y,n,y,n,n,pvt,tpc,na,na,na,na,na,na,na,na,n
signification_1,signification,ion,f,signifier_1,signifier,cog,tpc,Quelle est la signification des anneaux olympiques?,"Pour moi, avoir des fans sur facebook ou des followers sur twitter ne signifie pas avoir une communauté.",y,n,y,n,n,pvt,tpc,na,na,na,na,na,na,na,na,n
singeage_1,singeage,age,m,singer_1,singer,evt,tsp,"Les intonations dylaniennes, on les reconnait, les note et les apprecie sans pour autant que ça ne tombe dans le pastiche ou le singeage...",Ils firent main-basse sur un système propre à les auréoler de gloire doctorale: ils singèrent les physiciens en faisant reposer la sociologie sur la statistique.,y,y,y,n,n,agt,tpc,na,y,y,n,n,tpc,agt,na,n
singerie_1,singerie,erie,f,singer_1,singer,evt,tsp,"C'était bien la peine de vilipender les dérives dynastiques en Afrique, en Corée du Nord ou à Cuba, pour venir maintenant se livrer à la même singerie, en France",Ils firent main-basse sur un système propre à les auréoler de gloire doctorale: ils singèrent les physiciens en faisant reposer la sociologie sur la statistique.,y,y,y,n,n,agt,tpc,na,y,y,n,n,tpc,agt,na,n
sinisation_1,sinisation,ion,f,siniser_1,siniser,evt*sta,tsp,Elle analysera l'intégration à marche forcée des Ouïghours en Chine et la politique de sinisation de l'islam menée par le gouvernement.,"En Mandchourie et dans la région autonome du Guangxi, elle [la politique] est un succès évident: les Mandchous ont été totalement sinisés après avoir subi en commun avec les Han un siècle d'agressions occidentales.",y,y,y,v,y,agt,pat,na,y,y,v,y,pat,agt,na,n
sinisation_2,sinisation,ion,f,siniser_se_1,siniser,evt*sta,tsp,"Il est à signaler, le grand dynamisme de la diaspora chinoise dans la région; mieux encore, on assiste à une ""sinisation"" du continent.","De cette façon, le Japon s'est sinisé tout en gardant les caractéristiques nipponnes. Il semble que ce phénomène s'est reproduit dans l'histoire...",n,y,y,v,y,pat,na,na,y,y,v,y,pat,na,na,n
snobage_1,snobage,age,m,snober_1,snober,evt,tsp,"Que peut -il vouloir dire par ce snobage? Enfin, moi aussi je suis intéressée à savoir ce que Lemere entend par ""association non démocratique"".",Il m’a bien vue à cette soirée mais il m’a snobée.,y,y,y,n,n,agt,ben,na,y,y,n,n,ben,agt,na,n
snobard_1,snobard,ard,m,snober_1,snober,anm,agt,"Salut les faiseurs du monde je vois qu'aujourd'hui ca pas changer toujour aussi abruti, c'est bien des idees de snobard a la petite semaine, vous changerez jamais.",Il m’a bien vue à cette soirée mais il m’a snobée.,y,y,y,n,n,agt,ben,na,na,na,na,na,na,na,na,n
snobarde_1,snobarde,arde,f,snober_1,snober,anm,agt,"Dès la requête spéciale de la snobarde, j'ai immédiatement pensé à la brosse crasseuse que le chien avait dans sa gueule.",Il m’a bien vue à cette soirée mais il m’a snobée.,y,y,y,n,n,agt,ben,na,na,na,na,na,na,na,na,n
snobeur_1,snobeur,eur.m,m,snober_1,snober,anm,agt,"Si un snobeur de votre entourage continue de parler de ses vacances à Milan, cela ne sert à rien d'essayer de souligner que vous avez été là aussi",Il m’a bien vue à cette soirée mais il m’a snobée.,y,y,y,n,n,agt,ben,na,na,na,na,na,na,na,na,n
snobeuse_1,snobeuse,euse,f,snober_1,snober,anm,agt,"Ma compagne de repas, une ""snobeuse de café"" auto-admise, a commencé avec le Butter Coffee qu'elle a vraiment apprécié.",Il m’a bien vue à cette soirée mais il m’a snobée.,y,y,y,n,n,agt,ben,na,na,na,na,na,na,na,na,n
sollicitation_1,sollicitation,ion,f,solliciter_1,solliciter,evt,tsp,"Au sein de cette enveloppe proximale, la sollicitation du regard est d'ordre tactile et s'associe directement aux autres sensibilités.","L'oeuvre sollicite le spectateur de façon dynamique, et parfois participative.",y,y,y,n,n,sti,exp,na,y,y,n,n,exp,sti,na,n
sollicitation_2,sollicitation,ion,f,solliciter_2,solliciter,cog*evt,tsp,"En effet, pour les aînées, une grande partie du temps est passée au domicile, ce qui implique un nombre plus important de sollicitations et de démarchage commercial par voix téléphonique ou sur le seuil de la porte.",Des jeunes des Balkans sollicitent les passants avec des pétitions bidons en faveur d'enfants handicapés.,y,y,y,n,n,agt,ben,na,y,y,n,n,ben,agt,na,n
sollicitation_3,sollicitation,ion,f,solliciter_3,solliciter,evt,tsp,"Pour les particuliers, la sollicitation d'un devis en ligne n'a pratiquement que des avantages.",Prenez contact avec nous pour solliciter une offre individuelle.,y,y,n,y,n,agt,tpc,na,y,n,y,n,tpc,agt,na,n
solliciteur_1,solliciteur,eur.m,m,solliciter_2,solliciter,anm,agt,La campagne mobilise toute la communauté universitaire grâce à une équipe de solliciteurs qui s'active dans les différentes unités.,Des jeunes des Balkans sollicitent les passants avec des pétitions bidons en faveur d'enfants handicapés.,y,y,y,n,n,agt,ben,na,na,na,na,na,na,na,na,n
solliciteur_2,solliciteur,eur.m,m,solliciter_3,solliciter,anm,agt,"Les revenus de l’emprunteur et du co-emprunteur: les informations à fournir dans ce titre prennent en compte les revenus réguliers du solliciteur de prêt (salaire, pension, allocation familiale, revenus fonciers, etc.).",Prenez contact avec nous pour solliciter une offre individuelle.,y,y,n,y,n,agt,tpc,na,na,na,na,na,tpc,na,na,n
solliciteuse_1,solliciteuse,euse,f,solliciter_2,solliciter,anm,agt,"Jusqu'au 6 novembre, l'équipe de solliciteuses et solliciteurs s'activera dans les différentes unités afin d'amasser le plus de fonds.",Des jeunes des Balkans sollicitent les passants avec des pétitions bidons en faveur d'enfants handicapés.,y,y,y,n,n,agt,ben,na,na,na,na,na,na,na,na,n
solliciteuse_2,solliciteuse,euse,f,solliciter_3,solliciter,anm,agt,"Il faut résister à l'impression de se voir mise en défaut, conseille la solliciteuse de prêt, car la démarche est bienveillante.",Prenez contact avec nous pour solliciter une offre individuelle.,y,y,n,y,n,agt,tpc,na,na,na,na,na,tpc,na,na,n
solubilisation_1,solubilisation,ion,f,solubiliser_1,solubiliser,evt*sta,tsp,"La technique de cristallisation repose, dans ce cas, sur la solubilisation de la protéine par un détergent ""doux"" (type produit à vaisselle) qui recouvre la partie hydrophobe de la molécule et la rend soluble dans l'eau, ce qui permet d'obtenir, par la suite, les cristaux par la méthode décrite précédemment.","Ce sont les sels biliaires qui solubilisent les lipides, qui sont alors hydrolysées par les enzymes secrétées par le pancréas (et auparavant par celles contenues dans la salive).",y,y,y,v,n,cau,pat,na,y,y,v,n,pat,cau,na,n
solubilisation_2,solubilisation,ion,f,solubiliser_se_1,solubiliser,evt*sta,tsp,"N'utilisez jamais l'eau chaude du robinet à des fins alimentaires (café, thé, cuisson des pâtes ou légumes), la température élevée facilite la solubilisation des métaux dans l'eau.","On obtient alors une extraction dont les composants de la plante se solubilisent dans l'alcool, par conséquence certains composants de la plante (non soluble dans l'alcool) peuvent ne pas se retrouver dans la teinture.",n,y,y,v,n,pat,na,na,y,y,v,n,pat,na,na,n
songe_1,songe,conv_0,m,songer_1,songer,cog*evt,tsp,"Or, une nuit, la Vierge montre à Don Bosco, dans un songe, des contrées où la foi chrétienne n'avait pas encore pénétré: Patagonie et Terre de Feu, à l'extrême sud de l'Amérique du Sud.","Je songeais aux paroles de l'Elue, je me les rappelais sans cesse et j'en venais à me dire que cela serait la meilleure des solutions...",n,y,y,n,n,exp,na,tpc,y,y,n,n,exp,na,na,n
songerie_1,songerie,erie,f,songer_1,songer,cog*evt,tsp,"À travers ces accablements et ces colères, ces songeries et ces paradoxes, Flaubert venait de composer un long poème en prose, - un premier texte, remanié depuis, de sa Tentation de saint Antoine.","Je songeais aux paroles de l'Elue, je me les rappelais sans cesse et j'en venais à me dire que cela serait la meilleure des solutions...",n,y,y,n,n,exp,na,tpc,y,y,n,n,exp,na,na,n
songerie_2,songerie,erie,f,songer_1,songer,sta,res,"C'est toujours dans un état de songerie qu'elle se rend au restaurant, ne réagissant qu'à peine aux paroles de ses collègues.","Je songeais aux paroles de l'Elue, je me les rappelais sans cesse et j'en venais à me dire que cela serait la meilleure des solutions...",n,y,y,n,n,exp,na,tpc,n,y,n,n,exp,na,na,n
songeur_1,songeur,eur.m,m,songer_1,songer,anm,exp,"Robinson Crusoë, lui, n'est pas un songeur, ni un bricoleur.","Je songeais aux paroles de l'Elue, je me les rappelais sans cesse et j'en venais à me dire que cela serait la meilleure des solutions...",n,y,y,n,n,exp,na,tpc,na,na,na,na,na,na,na,n
songeuse_1,songeuse,euse,f,songer_1,songer,anm,exp,"Je ne dis rien de Fantine, c'est une songeuse, une rêveuse, une pensive, une sensitive; c'est un fantôme ayant la forme d'une nymphe et la pudeur d'une nonne, qui se fourvoie dans la vie de grisette, mais qui se réfugie dans les illusions, et qui chante, et qui prie, et qui regarde l'azur sans trop savoir ce qu'elle voit ni ce qu'elle fait, et qui, les yeux au ciel, erre dans un jardin où il y a plus d'oiseaux qu'il n'en existe!","Je songeais aux paroles de l'Elue, je me les rappelais sans cesse et j'en venais à me dire que cela serait la meilleure des solutions...",n,y,y,n,n,exp,na,tpc,na,na,na,na,na,na,na,n
sonnaille_1,sonnaille,aille,f,sonner_1,sonner,evt*phn,tsp,Une sonnaille aiguë retentit: — Nous descendrons... nous descendrons... Il ne pleuvait plus.,"Quand elle arriva à la taupinière, la petite souris sonna la cloche et attendit. Puis elle sonna à nouveau la cloche.",y,y,n,y,n,agt,pat,na,y,y,n,n,na,na,na,n
sonnaille_2,sonnaille,aille,f,sonner_1,sonner,art,pat,"Faites d'acier fort solide, les sonnailles sont les plus portées.","Quand elle arriva à la taupinière, la petite souris sonna la cloche et attendit. Puis elle sonna à nouveau la cloche.",y,y,n,y,n,agt,pat,na,na,na,na,na,na,na,na,n
sonnailler_1,sonnailler,ier,m,sonnailler_1,sonnailler,anm,cau,Un sonnailler est l'animal qui marche avec une clochette en tête d'un troupeau.,Les roues ferrées de son char sonnaillaient sur les inégalités de la chaussée empierrées et la résonance de ses sabots sur les mêmes défauts de la route annonçait son passage.,n,y,y,n,n,cau,na,na,na,na,na,na,na,na,na,n
sonnaillerie_1,sonnaillerie,erie,f,sonnailler_1,sonnailler,evt*phn,tsp,À peine levé commence une éternelle sonnaillerie; on ne me laisse pas déjeuner en paix avec ma femme et mes enfans.,Les roues ferrées de son char sonnaillaient sur les inégalités de la chaussée empierrées et la résonance de ses sabots sur les mêmes défauts de la route annonçait son passage.,n,y,y,n,n,cau,na,na,y,y,n,n,cau,na,na,n
sonnement_1,sonnement,ment,m,sonner_1,sonner,evt*phn,tsp,Je suis contre le sonnement de cloches la nuit et pour la diminution de la fréquence et du son.,"Quand elle arriva à la taupinière, la petite souris sonna la cloche et attendit. Puis elle sonna à nouveau la cloche.",y,y,n,y,n,agt,pat,na,y,n,y,n,pat,agt,na,n
sonnement_2,sonnement,ment,m,sonner_2,sonner,evt*phn,tsp,2 mois avec un sonnement non-stop dans la tête je peux vous garantir qu'on s'en souvient,"Lorsque le téléphone a sonné pendant 60 secondes, vous pouvez laisser un message.",n,y,y,n,n,cau,na,na,y,y,n,n,cau,na,na,n
sonnerie_1,sonnerie,erie,f,sonner_1,sonner,art,ins,Celui de gauche servira à remonter le mécanisme qui donne l'heure et le trou de droite vous permettra de remonter la sonnerie.,"Quand elle arriva à la taupinière, la petite souris sonna la cloche et attendit. Puis elle sonna à nouveau la cloche.",y,y,n,y,n,agt,pat,na,na,na,na,na,na,na,na,n
sonnerie_2,sonnerie,erie,f,sonner_1,sonner,art-coll,pat,"la sonnerie de l'Église Saint-Maurice de Strasbourg comporte six cloches: do 3, ré 3, mi 3, sol 3, la 4, do 4. Ces cloches furent coulées en 1931 par la fonderie Jules Robert de Nancy","Quand elle arriva à la taupinière, la petite souris sonna la cloche et attendit. Puis elle sonna à nouveau la cloche.",y,y,n,y,n,agt,pat,na,na,na,na,na,na,na,na,n
sonnerie_3,sonnerie,erie,f,sonner_2,sonner,evt*phn,tsp,"La sonnerie a eu lieu à l’intérieur. La veille, dans la salle des fêtes de Marmont-Pachas, un repas avait été servi à tous les participants.","Lorsque le téléphone a sonné pendant 60 secondes, vous pouvez laisser un message.",n,y,y,n,n,cau,na,na,y,y,n,n,na,na,na,n
sonnette_1,sonnette,ette,f,sonner_1,sonner,evt*phn,tsp,Une sonnette mélodieuse retentit et les Hopple finirent de s'habiller et descendirent pour dîner.,"Quand elle arriva à la taupinière, la petite souris sonna la cloche et attendit. Puis elle sonna à nouveau la cloche.",y,y,n,y,n,agt,pat,na,y,y,n,n,na,na,na,n
sonnette_2,sonnette,ette,f,sonner_1,sonner,art,pat,"Pour leur signifier qu'elle a terminé son boucan, elle agite une sonnette.","Quand elle arriva à la taupinière, la petite souris sonna la cloche et attendit. Puis elle sonna à nouveau la cloche.",y,y,n,y,n,agt,pat,na,na,na,na,na,na,na,na,n
sonnette_3,sonnette,ette,f,sonner_1,sonner,art,ins,Le carillon enfichable sera activé lorsqu'un visiteur appuie sur la sonnette intelligente.,"Quand elle arriva à la taupinière, la petite souris sonna la cloche et attendit. Puis elle sonna à nouveau la cloche.",y,y,n,y,n,agt,pat,na,na,na,na,na,na,na,na,n
sonneur_1,sonneur,eur.m,m,sonner_1,sonner,anm,agt,Le Chapelain était logé à Saint Blaise et aidé par un sonneur de cloches et une chaisière.,"Quand elle arriva à la taupinière, la petite souris sonna la cloche et attendit. Puis elle sonna à nouveau la cloche.",y,y,n,y,n,agt,pat,na,na,na,na,na,na,na,na,n
sonneuse_1,sonneuse,euse,f,sonner_1,sonner,anm,agt,Claudette Goueilhé nous ouvre les portes de l'église et nous raconte la tradition de la sonneuse de cloches.,"Quand elle arriva à la taupinière, la petite souris sonna la cloche et attendit. Puis elle sonna à nouveau la cloche.",y,y,n,y,n,agt,pat,na,na,na,na,na,na,na,na,n
sonorisateur_1,sonorisateur,eur.m,m,sonoriser_1,sonoriser,anm,agt,"Je suis musicien et sonorisateur, et pour moi le premier a simplement un son différent, moins chiadé, comme tous les 1 ers CD de groupes pas connus, et l'ensemble est homogène.","Envie d'avoir la radio dans la salle de bains, de sonoriser la terrasse et de cuisiner en musique?",y,y,y,y,n,agt,pat,na,na,na,na,na,na,na,na,n
sonorisation_1,sonorisation,ion,f,sonoriser_1,sonoriser,evt,tsp,Les tranchées nécessaires au chantier vont également permettre l'effacement des câbles aérien servant à la sonorisation du port.,"Envie d'avoir la radio dans la salle de bains, de sonoriser la terrasse et de cuisiner en musique?",y,y,y,y,n,agt,pat,na,y,y,y,n,pat,agt,na,n
sonorisation_2,sonorisation,ion,f,sonoriser_1,sonoriser,art,ins,Précisons que ce véhicule est équipé d'une sonorisation et d'un réfrigérateur!,"Envie d'avoir la radio dans la salle de bains, de sonoriser la terrasse et de cuisiner en musique?",y,y,y,y,n,agt,pat,na,na,na,na,na,na,na,na,n
sonorisatrice_1,sonorisatrice,rice,f,sonoriser_1,sonoriser,anm,agt,"Diplômée de l'École nationale de théâtre en 2004, Caroline Turcot collabore en tant que sonorisatrice pour Ex Machina sur Le projet Andersen et La face cachée de la lune","Envie d'avoir la radio dans la salle de bains, de sonoriser la terrasse et de cuisiner en musique?",y,y,y,y,n,agt,pat,na,na,na,na,na,na,na,na,n
soudage_1,soudage,age,m,souder_1,souder,evt,tsp,"Avant de procéder au soudage des tuyaux, ceux-ci doivent être alignés et mis exactement en position.",Le partenaire de Wialon a soudé les tuyaux dans un atelier à l'aide de gabarits.,y,y,y,y,n,cau,pat,pat,y,y,y,n,pat,pat,cau,n
soudage_2,soudage,age,m,souder_1,souder,art,res,"Pour obtenir un soudage résistant, techniquement bon et sans imperfections, la zone de fusion doit être protégée",Le partenaire de Wialon a soudé les tuyaux dans un atelier à l'aide de gabarits.,y,y,y,y,n,cau,pat,pat,na,na,na,na,na,na,na,n
soudeur_1,soudeur,eur.m,m,souder_1,souder,anm,agt,"Quelques personnes qui travaillent pour moi ont étudié les arts plastiques, d'autres sont autodidactes, un était soudeur, l'autre tatoueuse.",Le partenaire de Wialon a soudé les tuyaux dans un atelier à l'aide de gabarits.,y,y,y,y,n,cau,pat,pat,na,na,na,na,na,na,na,n
soudeure_1,soudeure,eure,f,souder_1,souder,anm,agt,"Les généralités touchant les femmes y étant très bien défendues, nous vous présentons une analyse critique de votre projet avec des lunettes appartenant à une soudeure, à une ferblantière ou à une déligneuse.",Le partenaire de Wialon a soudé les tuyaux dans un atelier à l'aide de gabarits.,y,y,y,y,n,cau,pat,pat,na,na,na,na,na,na,na,n
soudeuse_1,soudeuse,euse,f,souder_1,souder,anm,agt,Comment les gens réagissent-ils lorsqu'ils vous demandent ce que vous faites et que Kerllem dit qu'elle est soudeuse?,Le partenaire de Wialon a soudé les tuyaux dans un atelier à l'aide de gabarits.,y,y,y,y,n,cau,pat,pat,na,na,na,na,na,na,na,n
